gene_symbol	flag	ClinVar_PL_record_count	interpretation
SYT2	low_record_burden	17	computed but semantic interpretation limited because record count < 20
SYTL5	low_record_burden	1	computed but semantic interpretation limited because record count < 20
TAC3	low_record_burden	4	computed but semantic interpretation limited because record count < 20
TACO1	low_record_burden	16	computed but semantic interpretation limited because record count < 20
TACR3	low_record_burden	18	computed but semantic interpretation limited because record count < 20
TACSTD2	low_record_burden	11	computed but semantic interpretation limited because record count < 20
TAF13	low_record_burden	3	computed but semantic interpretation limited because record count < 20
TAF2	low_record_burden	4	computed but semantic interpretation limited because record count < 20
TAF4	low_record_burden	19	computed but semantic interpretation limited because record count < 20
TAF4B	low_record_burden	1	computed but semantic interpretation limited because record count < 20
TAF6	low_record_burden	5	computed but semantic interpretation limited because record count < 20
TAF7L	low_record_burden	1	computed but semantic interpretation limited because record count < 20
TAF8	low_record_burden	8	computed but semantic interpretation limited because record count < 20
TAMM41	low_record_burden	5	computed but semantic interpretation limited because record count < 20
TAOK2	low_record_burden	1	computed but semantic interpretation limited because record count < 20
TAPBP	low_record_burden	1	computed but semantic interpretation limited because record count < 20
TAPBPL	low_record_burden	13	computed but semantic interpretation limited because record count < 20
TAPT1	low_record_burden	9	computed but semantic interpretation limited because record count < 20
TARS1	low_record_burden	5	computed but semantic interpretation limited because record count < 20
TARS2	low_record_burden	17	computed but semantic interpretation limited because record count < 20
TASP1	low_record_burden	4	computed but semantic interpretation limited because record count < 20
TBATA	low_record_burden	1	computed but semantic interpretation limited because record count < 20
TBC1D20	low_record_burden	6	computed but semantic interpretation limited because record count < 20
TBC1D23	low_record_burden	14	computed but semantic interpretation limited because record count < 20
TBC1D25	low_record_burden	1	computed but semantic interpretation limited because record count < 20
TBC1D2B	low_record_burden	12	computed but semantic interpretation limited because record count < 20
TBC1D31	low_record_burden	1	computed but semantic interpretation limited because record count < 20
TBC1D32	low_record_burden	19	computed but semantic interpretation limited because record count < 20
TBC1D7	low_record_burden	7	computed but semantic interpretation limited because record count < 20
TBC1D8B	low_record_burden	9	computed but semantic interpretation limited because record count < 20
TBL1X	low_record_burden	1	computed but semantic interpretation limited because record count < 20
TBP	low_record_burden	2	computed but semantic interpretation limited because record count < 20
TBRG1	low_record_burden	1	computed but semantic interpretation limited because record count < 20
TBX15	low_record_burden	4	computed but semantic interpretation limited because record count < 20
TBX18	low_record_burden	6	computed but semantic interpretation limited because record count < 20
TBX2	low_record_burden	4	computed but semantic interpretation limited because record count < 20
TBX21	low_record_burden	1	computed but semantic interpretation limited because record count < 20
TBX22	low_record_burden	15	computed but semantic interpretation limited because record count < 20
TBXA2R	low_record_burden	4	computed but semantic interpretation limited because record count < 20
TBXT	low_record_burden	2	computed but semantic interpretation limited because record count < 20
TCEAL1	low_record_burden	12	computed but semantic interpretation limited because record count < 20
TCERG1	low_record_burden	1	computed but semantic interpretation limited because record count < 20
TCF7L2	low_record_burden	13	computed but semantic interpretation limited because record count < 20
TCHH	low_record_burden	3	computed but semantic interpretation limited because record count < 20
TCN1	low_record_burden	7	computed but semantic interpretation limited because record count < 20
TCP1	low_record_burden	5	computed but semantic interpretation limited because record count < 20
